TicketNo,First Name,Last Name,HomePlanet,Cabin,Destination,BodyState,Age,VIP,RoomService,FoodCourt,Mall,Spa,VR Deck,Transported
4523-3,Stalie,Bushallert,Earth,Kappa-0738-R,Kepler 186f,Normal,27,,29.7,0,0,6068.7,1267.2,*System Error*
4523-4,Jimmya,Bushallert,Earth,Kappa-0738-R,Kepler 442b,Normal,9,NO,0,0,0,0,0,*System Error*
4523-5,Des,Bushallert,Earth,Kappa-0738-R,Kepler 186f,Cryostasis,,NO,0,0,0,0,0,*System Error*
4523-6,Margio,Bushallert,Earth,Kappa-0738-R,Kepler 442b,Normal,7,NO,0,0,0,0,0,*System Error*
4524-1,Briane,Fulloydez,Earth,Gamma-0931-L,Kepler 452b,Normal,1,,0,1148.4,20275.2,19.8,0,TRUE
4525-1,Enib,Brakeded,Trapist 1e,Beta-0057-R,Kepler 442b,Normal,29,NO,0,27888.3,0,4108.5,40698.9,*System Error*
4526-1,Pristy,Lerez,Earth,Zeta-0285-L,Kepler 186f,Normal,34,NO,0,0,9860.4,9.9,0,*System Error*
4527-1,Alie,Polloantes,Earth,Gamma-0932-L,Kepler 186f,Normal,65,NO,0,0,0,0,10098,*System Error*
4528-1,Wilves,Snoff,55-Cancri e,Gamma-0933-L,Kepler 452b,Normal,37,NO,69.3,8098.2,9038.7,207.9,0,*System Error*
4529-1,Terald,Oneiles,Earth,Kappa-0739-R,Kepler 442b,Normal,44,NO,257.4,1306.8,29.7,1158.3,5494.5,FALSE
4530-1,Fanna,Leonaldez,Earth,Gamma-0934-L,Kepler 186f,Normal,22,NO,89.1,0,1554.3,5197.5,0,FALSE
4531-1,Thabius,Stelative,Trapist 1e,Epsilon-0143-L,Kepler 186f,Cryostasis,56,NO,0,0,0,0,0,TRUE
4532-1,Lynez,Serraynardy,Earth,Kappa-0740-R,Kepler 186f,Cryostasis,32,NO,0,0,0,0,0,TRUE
4533-1,Sino,Anindery,Trapist 1e,Delta-0150-L,Kepler 186f,Cryostasis,38,NO,0,0,0,0,0,TRUE
4534-1,Carry,Floydendley,Earth,Gamma-0852-R,Kepler 442b,Normal,32,NO,594,405.9,5474.7,9.9,0,TRUE
4535-1,Randa,Cardners,Earth,Gamma-0935-L,Kepler 186f,Normal,22,NO,6246.9,920.7,0,0,0,FALSE
4535-2,Jerrye,Cardners,Earth,Kappa-0743-L,Kepler 186f,Normal,21,NO,247.5,0,7880.4,435.6,435.6,FALSE
4536-1,Minopus,Cracul,Trapist 1e,Beta-0042-L,Kepler 442b,Normal,34,NO,49.5,27710.1,0,34046.1,59.4,*System Error*
4537-1,Josey,Mccard,Earth,Gamma-0853-R,Kepler 186f,Normal,26,NO,0,5850.9,0,0,15444,FALSE
4538-1,Karia,Hammons,Earth,Gamma-0936-L,Kepler 186f,Normal,46,NO,0,1197.9,0,7405.2,0,FALSE
4539-1,Sanda,Carterson,Earth,Kappa-0741-R,Kepler 442b,Normal,,NO,0,0,0,0,0,TRUE
4539-2,Arla,Carterson,Earth,Kappa-0741-R,Kepler 186f,Cryostasis,16,NO,0,0,0,0,0,TRUE
4540-1,Kimmie,Bartez,Earth,Kappa-0742-R,,Cryostasis,29,NO,0,0,0,0,0,*System Error*
4541-1,Chard,Discolesse,Trapist 1e,Zeta-0286-L,Kepler 442b,Normal,45,NO,3910.5,465.3,0,10563.3,14058,*System Error*
4542-1,Coxak,Sterve,Trapist 1e,Delta-0151-L,Kepler 186f,Cryostasis,21,NO,0,0,0,0,0,TRUE
4542-2,Arrai,Stracary,Trapist 1e,Delta-0151-L,Kepler 442b,Cryostasis,22,NO,0,0,0,0,0,TRUE
4543-1,Quakes,Winie,55-Cancri e,Gamma-0937-L,Kepler 452b,Normal,21,VIP,138.6,0,584.1,17592.3,0,FALSE
4544-1,Regana,Pottney,Earth,Kappa-0744-L,Kepler 186f,Cryostasis,35,NO,0,0,0,0,0,TRUE
4545-1,Bony,Bootez,Earth,Kappa-0743-R,Kepler 186f,Normal,24,NO,7999.2,19.8,0,326.7,0,*System Error*
4546-1,Kenda,Bailes,Earth,Kappa-0745-L,Kepler 452b,,18,NO,0,0,0,0,0,TRUE
4547-1,Warry,Navages,Earth,Zeta-0298-R,Kepler 186f,Normal,22,NO,0,247.5,0,0,7949.7,TRUE
4548-1,Pherkab,Covetive,Trapist 1e,Delta-0180-R,Kepler 186f,Cryostasis,23,NO,0,0,0,0,0,*System Error*
4549-1,Leria,Woody,Earth,Zeta-0299-R,Kepler 186f,Normal,43,NO,0,9.9,0,168.3,15849.9,FALSE
4550-1,Ebonyd,Sotond,Earth,Gamma-0854-R,Kepler 186f,Normal,29,NO,0,1782,5108.4,0,0,TRUE
4551-1,Cheddin,Dedentive,Trapist 1e,Epsilon-0167-R,Kepler 442b,Normal,57,NO,0,31838.4,0,306.9,673.2,*System Error*
4551-2,Solam,Dedentive,Trapist 1e,Epsilon-0167-R,Kepler 186f,Normal,26,NO,0,118433.7,0,9761.4,5860.8,*System Error*
4551-3,Shellum,Dedentive,Trapist 1e,Epsilon-0167-R,Kepler 442b,Cryostasis,30,NO,0,0,0,0,0,*System Error*
4551-4,Celeon,Dedentive,Trapist 1e,Epsilon-0167-R,Kepler 186f,Cryostasis,46,NO,0,0,0,0,0,*System Error*
4552-1,Cinst,Bake,55-Cancri e,Gamma-0938-L,Kepler 186f,Normal,45,NO,3712.5,1019.7,19701,356.4,0,TRUE
4553-1,Auvam,Watuald,Trapist 1e,Epsilon-0144-L,Kepler 452b,Normal,57,VIP,0,1009.8,0,2752.2,52994.7,FALSE
4554-1,Maril,Ellson,Earth,Gamma-0939-L,Kepler 186f,Normal,22,NO,0,316.8,0,14800.5,0,*System Error*
4555-1,Claine,Wiggs,Earth,Kappa-0744-R,Kepler 186f,Normal,23,NO,287.1,267.3,465.3,6870.6,108.9,FALSE
4556-1,Gibers,Gread,55-Cancri e,Alfa-0146-R,Kepler 186f,Normal,19,NO,12018.6,0,13513.5,0,0,*System Error*
4557-1,Dwin,Mirez,Earth,Zeta-0287-L,Kepler 186f,Normal,18,NO,0,6494.4,2920.5,0,346.5,FALSE
4558-1,Wezna,Baleful,Trapist 1e,Epsilon-0168-R,Kepler 442b,Normal,55,NO,0,5534.1,0,150856.2,27710.1,FALSE
4559-1,Elene,Rasmussony,Earth,Gamma-0855-R,Kepler 186f,Normal,27,NO,0,2029.5,0,0,5435.1,TRUE
4560-1,Daven,Monsoney,Earth,Kappa-0745-R,Kepler 186f,Normal,1,NO,0,564.3,8424.9,0,0,TRUE
4561-1,Alrair,Unhearfus,Trapist 1e,Epsilon-0169-R,Kepler 442b,Normal,47,NO,0,4910.4,0,19206,41530.5,FALSE
4562-1,Shaton,Reedall,Trapist 1e,Delta-0181-R,Kepler 186f,Cryostasis,32,NO,0,0,0,0,0,TRUE
4563-1,Altanin,Switud,Trapist 1e,Epsilon-0170-R,Kepler 442b,Cryostasis,21,NO,0,0,0,0,0,TRUE
4564-1,Tera,Merkins,Earth,Kappa-0746-L,Kepler 186f,Normal,31,NO,0,425.7,0,0,59.4,FALSE
4565-1,Paulie,Patteraley,Earth,Kappa-0747-L,Kepler 186f,Normal,25,NO,1890.9,4920.3,0,0,158.4,FALSE
4566-1,Tanley,Shieldson,Earth,Gamma-0856-R,Kepler 186f,Normal,20,NO,1356.3,207.9,0,297,6316.2,*System Error*
4567-1,Marine,Flemaney,Earth,Gamma-0940-L,Kepler 186f,Normal,1,NO,0,198,376.2,3554.1,5108.4,FALSE
4568-1,Ples,Pamca,55-Cancri e,Gamma-0941-L,Kepler 186f,Normal,43,NO,40609.8,0,356.4,0,18067.5,FALSE
4569-1,Wasatan,Honchoe,Trapist 1e,Delta-0152-L,Kepler 442b,Cryostasis,30,NO,0,0,0,0,0,TRUE
4569-2,Aldah,Honchoe,Trapist 1e,Delta-0152-L,Kepler 442b,,38,NO,0,22126.5,69.3,40570.2,881.1,FALSE
4570-1,,,Trapist 1e,Epsilon-0171-R,Kepler 186f,Cryostasis,65,NO,0,0,0,0,0,TRUE
4571-1,Ricia,Crosbornes,Earth,Kappa-0746-R,Kepler 186f,Cryostasis,26,NO,0,0,0,0,0,TRUE
4572-1,Fery,Gouldensen,Earth,Kappa-0747-R,Kepler 442b,Normal,24,NO,415.8,0,0,7573.5,19.8,FALSE
4573-1,Yolana,Stannondez,Earth,Gamma-0857-R,Kepler 186f,Normal,23,NO,6791.4,445.5,158.4,69.3,39.6,TRUE
4574-1,Cank,Sad,55-Cancri e,Gamma-0858-R,Kepler 186f,Normal,24,NO,1742.4,4880.7,1673.1,0,10127.7,FALSE
4575-1,Kris,Solon,Earth,Gamma-0942-L,Kepler 186f,,23,NO,29.7,643.5,2504.7,4702.5,0,FALSE
4576-1,Fayene,Cartz,Earth,Gamma-0943-L,Kepler 186f,Normal,39,NO,6543.9,8672.4,0,29.7,128.7,FALSE
4577-1,Oss,Kha,55-Cancri e,Gamma-0859-R,Kepler 186f,,19,NO,2475,0,21572.1,0,0,TRUE
4578-1,Ellana,Rothewson,Earth,Gamma-0860-R,Kepler 186f,Normal,17,NO,0,128.7,69.3,0,10979.1,*System Error*
4579-1,Dondy,Hopez,,Kappa-0748-R,Kepler 186f,Cryostasis,24,NO,0,0,0,0,0,*System Error*
4580-1,Mocake,Buko,55-Cancri e,Gamma-0861-R,Kepler 186f,Cryostasis,36,NO,0,0,0,0,0,TRUE
4581-1,Skatzn,Entedraved,Trapist 1e,Delta-0182-R,Kepler 186f,Normal,35,NO,0,45460.8,0,2069.1,9444.6,TRUE
4581-2,Neutrin,Entedraved,Trapist 1e,Delta-0182-R,Kepler 442b,Normal,39,NO,0,23136.3,0,2019.6,752.4,TRUE
4582-1,Lonnez,Miley,Earth,Kappa-0749-R,Kepler 186f,Normal,28,NO,0,8662.5,0,69.3,0,*System Error*
4582-2,Mabela,Weaves,Earth,Kappa-0749-R,Kepler 186f,Normal,11,NO,0,0,0,0,0,*System Error*
4582-3,Darlie,Weaves,Earth,Kappa-0749-R,Kepler 186f,Normal,12,NO,0,0,0,0,0,*System Error*
4582-4,Duana,Barris,Earth,Kappa-0749-R,Kepler 442b,Cryostasis,,NO,0,0,0,0,0,*System Error*
4582-5,Bonne,Barris,Earth,Kappa-0749-R,Kepler 186f,Cryostasis,17,NO,0,0,0,0,0,*System Error*
4582-6,Scotte,Barris,Earth,Kappa-0749-R,Kepler 186f,Normal,49,NO,0,0,8098.2,643.5,9.9,*System Error*
4582-7,Kris,Miley,Earth,Kappa-0749-R,Kepler 186f,Normal,8,,0,0,0,0,0,*System Error*
4583-1,Lish,Parte,55-Cancri e,Gamma-0862-R,Kepler 186f,Cryostasis,52,NO,0,0,0,0,0,*System Error*
4583-2,Ork,Parte,55-Cancri e,Gamma-0862-R,Kepler 186f,Cryostasis,6,NO,0,0,0,0,0,*System Error*
4583-3,Per,Parte,55-Cancri e,Alfa-0147-R,Kepler 186f,Normal,51,NO,9434.7,16117.2,11721.6,0,9.9,*System Error*
4584-1,Charly,Sawyerson,Earth,Kappa-0750-R,Kepler 186f,Normal,37,NO,5128.2,9.9,3405.6,9.9,227.7,*System Error*
4585-1,Skatz,Wasterivel,Trapist 1e,Delta-0183-R,Kepler 442b,Normal,34,NO,0,1524.6,0,54370.8,19047.6,FALSE
4586-1,Goats,Emead,55-Cancri e,Gamma-0944-L,Kepler 442b,Normal,33,NO,217.8,0,0,9.9,5187.6,FALSE
4587-1,Asellux,Assibler,Trapist 1e,Beta-0043-L,Kepler 186f,Normal,2,NO,0,39798,0,16186.5,48500.1,FALSE
4588-1,Feline,Delangleton,Earth,Gamma-0945-L,Kepler 186f,Normal,24,NO,2059.2,0,29.7,0,4296.6,*System Error*
4589-1,Beant,Pimne,55-Cancri e,Alfa-0153-L,Kepler 186f,Normal,30,NO,1207.8,0,2168.1,178.2,0,*System Error*
4590-1,,,Earth,Kappa-0748-L,Kepler 186f,Normal,21,NO,564.3,1752.3,0,0,5336.1,*System Error*
4591-1,Hadyon,Coictrazy,Trapist 1e,Zeta-0288-L,Kepler 442b,Cryostasis,36,NO,0,0,0,0,0,TRUE
4592-1,Crunch,Cart??,55-Cancri e,Gamma-0863-R,Kepler 186f,Normal,11,NO,0,0,0,0,0,TRUE
4592-2,Eal,Cart??,55-Cancri e,Gamma-0863-R,Kepler 186f,Cryostasis,27,NO,0,0,0,0,0,TRUE
4592-3,Phios,Cart??,55-Cancri e,Gamma-0863-R,,Cryostasis,30,NO,0,0,0,0,0,TRUE
4592-4,Pil,Cart??,55-Cancri e,Gamma-0863-R,Kepler 186f,Cryostasis,2,NO,0,0,0,0,0,TRUE
4593-1,Toddie,Pugherman,Earth,Kappa-0751-R,Kepler 186f,Normal,32,NO,9.9,7890.3,0,99,0,TRUE
4594-1,Tabius,Folhal,Trapist 1e,Epsilon-0145-L,Kepler 186f,Normal,65,NO,762.3,23997.6,0,29709.9,1257.3,FALSE
4594-2,Tabiton,Folhal,Trapist 1e,Epsilon-0145-L,Kepler 186f,Normal,33,NO,0,66033,2148.3,6187.5,201326.4,FALSE
4594-3,Minoton,Folhal,Trapist 1e,Epsilon-0145-L,Kepler 186f,Normal,28,NO,2643.3,27739.8,0,534.6,762.3,TRUE
4594-4,Furus,Coudered,Trapist 1e,Epsilon-0145-L,Kepler 186f,Normal,2,NO,0,44708.4,0,61053.3,52549.2,FALSE
4595-1,Alev,Swingse,Trapist 1e,Epsilon-0146-L,Kepler 186f,Cryostasis,26,NO,0,0,0,0,0,TRUE
4596-1,Ale,Booneid,,Kappa-0752-R,Kepler 186f,Cryostasis,30,NO,0,0,0,0,0,TRUE
4597-1,Kayd,Weavesend,Earth,Kappa-0749-L,Kepler 186f,Cryostasis,33,NO,0,0,0,0,0,TRUE
4598-1,Gieses,Wala,55-Cancri e,Zeta-0289-L,Kepler 186f,Normal,49,NO,12810.6,0,49.5,0,0,*System Error*
4599-1,Kirky,Pottley,Earth,Kappa-0753-R,Kepler 186f,Cryostasis,28,NO,0,0,0,0,0,*System Error*
4600-1,Fredy,Pollarkeeks,Earth,Kappa-0750-L,Kepler 452b,Cryostasis,19,NO,0,0,0,0,0,*System Error*
4600-2,Donnie,Pollarkeeks,Earth,Kappa-0750-L,Kepler 186f,Cryostasis,45,NO,0,0,0,0,0,*System Error*
4601-1,Dellia,Harverez,Earth,Gamma-0864-R,Kepler 186f,Normal,38,NO,13800.6,1257.3,69.3,0,0,*System Error*
4602-1,Jerek,Whitakers,Earth,Gamma-0946-L,Kepler 442b,Normal,38,NO,0,0,0,7177.5,19.8,FALSE
4603-1,Hamakan,Namsheary,Trapist 1e,Epsilon-0172-R,Kepler 442b,,28,NO,0,35570.7,465.3,188.1,2267.1,TRUE
4603-2,Kabih,Namsheary,Trapist 1e,Epsilon-0172-R,Kepler 186f,Normal,37,NO,9.9,51816.6,3395.7,2742.3,125551.8,FALSE
4604-1,Tancis,Wonglasquez,Earth,Kappa-0754-R,Kepler 186f,Normal,38,NO,3702.6,13137.3,99,801.9,0,FALSE
4605-1,Agnes,Loway,Earth,Kappa-0751-L,Kepler 186f,Normal,47,NO,0,0,0,7662.6,0,FALSE
4606-1,Props,Pumpeshaft,Trapist 1e,Epsilon-0173-R,Kepler 186f,Normal,24,NO,1633.5,356.4,0,30135.6,5504.4,FALSE
4606-2,Gatrino,Pumpeshaft,Trapist 1e,Epsilon-0173-R,Kepler 442b,,25,NO,247.5,32580.9,0,60142.5,1772.1,FALSE
4607-1,Ronard,Hoppers,Earth,Kappa-0752-L,Kepler 452b,Normal,24,NO,0,1366.2,39.6,4078.8,2178,FALSE
4608-1,Colle,Maystuarey,Earth,Gamma-0865-R,Kepler 442b,Normal,32,NO,19.8,198,9.9,10157.4,19.8,TRUE
4609-1,Algork,Amblereld,Trapist 1e,Epsilon-0174-R,Kepler 186f,Normal,39,NO,9.9,4722.3,0,0,70161.3,FALSE
4610-1,Enryn,Alfordonard,Earth,Kappa-0753-L,Kepler 186f,Normal,30,NO,49.5,0,0,10038.6,0,FALSE
4611-1,Ronard,Hickson,Earth,Kappa-0755-R,Kepler 186f,Cryostasis,25,NO,0,0,0,0,0,TRUE
4612-1,Essara,Wilsoney,Earth,Kappa-0756-R,Kepler 442b,Normal,16,NO,0,1643.4,5969.7,9.9,0,TRUE
4613-1,Tabdhib,Inghtal,Trapist 1e,Delta-0153-L,Kepler 186f,Cryostasis,41,NO,0,0,0,0,0,TRUE
4614-1,Zers,Clake,55-Cancri e,Alfa-0154-L,Kepler 186f,Normal,27,NO,1029.6,0,7722,1633.5,0,*System Error*
4614-2,Rail,Anche,55-Cancri e,Alfa-0154-L,Kepler 442b,Normal,28,NO,9711.9,0,198,49.5,0,*System Error*
4615-1,Chon,Fla,55-Cancri e,Gamma-0866-R,Kepler 186f,Normal,43,NO,356.4,0,25284.6,0,89.1,TRUE
4616-1,Gordo,Mcbriddley,Earth,Kappa-0757-R,Kepler 186f,Normal,25,NO,0,0,0,4148.1,0,*System Error*
4617-1,Joycey,Toddleton,Earth,Gamma-0867-R,Kepler 186f,Normal,54,NO,188.1,801.9,841.5,7603.2,4841.1,FALSE
4618-1,Ritars,Fles,55-Cancri e,Gamma-0947-L,Kepler 186f,Normal,48,VIP,5316.3,0,7603.2,29.7,0,*System Error*
4619-1,Allara,Dawsoncis,Earth,Gamma-0868-R,Kepler 186f,Normal,24,NO,29.7,0,30600.9,881.1,0,*System Error*
4620-1,Evey,Heney,Earth,Kappa-0758-R,Kepler 186f,Cryostasis,47,NO,0,0,0,0,0,FALSE
4621-1,Nios,Jafl??,55-Cancri e,Zeta-0290-L,Kepler 186f,Normal,30,NO,0,782.1,19829.7,0,0,TRUE
4622-1,Viviay,Humphreyes,Earth,Kappa-0754-L,Kepler 442b,Cryostasis,27,NO,0,0,0,0,0,TRUE
4623-1,Sadrix,Repumparte,Trapist 1e,Epsilon-0147-L,Kepler 452b,Normal,36,VIP,0,0,207.9,69.3,158.4,TRUE
4624-1,Giamon,Gelle,55-Cancri e,Gamma-0869-R,Kepler 186f,Normal,60,NO,12335.4,0,653.4,356.4,0,FALSE
4625-1,Mothab,Ineedeve,Trapist 1e,Delta-0184-R,Kepler 186f,Normal,33,NO,0,24948,9.9,9.9,0,TRUE
4625-2,Naosa,Ineedeve,Trapist 1e,Delta-0184-R,Kepler 442b,Cryostasis,25,NO,0,0,0,0,0,TRUE
4625-3,Shaton,Ineedeve,Trapist 1e,,Kepler 186f,Normal,53,NO,0,32422.5,1098.9,504.9,178.2,TRUE
4625-4,Auvara,Ineedeve,Trapist 1e,Delta-0184-R,Kepler 442b,Cryostasis,26,NO,0,0,0,0,0,TRUE
4625-5,Azharga,Ineedeve,Trapist 1e,Delta-0184-R,Kepler 186f,Cryostasis,19,NO,0,0,0,0,0,TRUE
4625-6,Sabih,Ineedeve,,Delta-0184-R,Kepler 186f,Normal,28,NO,0,4484.7,1356.3,13176.9,16434,FALSE
4625-7,Sadiram,Ineedeve,Trapist 1e,Delta-0184-R,Kepler 442b,Cryostasis,30,NO,0,0,0,0,0,TRUE
4626-1,Sulatik,Conale,Trapist 1e,Epsilon-0175-R,Kepler 442b,Cryostasis,27,NO,0,0,0,0,0,*System Error*
4626-2,Alfie,Sofraten,Trapist 1e,Epsilon-0175-R,,Normal,28,NO,12058.2,2336.4,0,16612.2,0,*System Error*
4627-1,Dorey,Mcinton,,Kappa-0759-R,Kepler 186f,Normal,19,NO,0,0,118.8,0,14067.9,*System Error*
4628-1,Murzima,Freednal,Trapist 1e,Epsilon-0176-R,Kepler 186f,Normal,46,NO,0,74091.6,4603.5,138.6,6039,TRUE
4629-1,Almary,Jacobbinson,Earth,Gamma-0870-R,Kepler 186f,Normal,65,NO,0,0,4167.9,3375.9,19.8,*System Error*
4630-1,Jona,Dukertyler,Earth,Gamma-0871-R,Kepler 452b,Normal,29,NO,0,178.2,0,0,6672.6,TRUE
4631-1,Asellum,Calazy,Trapist 1e,Epsilon-0148-L,Kepler 442b,Cryostasis,27,NO,0,0,0,0,0,TRUE
4632-1,Bellus,Dightent,Trapist 1e,Epsilon-0177-R,Kepler 186f,Cryostasis,59,NO,0,0,0,0,0,TRUE
4632-2,Azhasim,Dightent,Trapist 1e,Epsilon-0177-R,Kepler 186f,Cryostasis,69,NO,0,0,0,0,0,TRUE
4632-3,Cellus,Dightent,Trapist 1e,Epsilon-0177-R,Kepler 442b,Normal,28,NO,0,4266.9,277.2,108315.9,257.4,FALSE
4632-4,Alraium,Syncepul,Trapist 1e,Epsilon-0177-R,Kepler 186f,Normal,54,NO,19.8,3603.6,0,21225.6,17859.6,FALSE
4632-5,Ankabih,Dightent,Trapist 1e,Epsilon-0177-R,,Normal,38,NO,0,5454.9,0,52173,217.8,FALSE
4633-1,Glenna,Gallard,Earth,Kappa-0755-L,Kepler 452b,Normal,42,NO,4494.6,2940.3,0,19.8,0,FALSE
4634-1,Elindy,Gilleyons,Earth,Zeta-0300-R,Kepler 186f,Normal,16,NO,5088.6,0,3880.8,0,0,FALSE
4635-1,Delley,Pearsalason,Earth,Kappa-0756-L,Kepler 452b,Cryostasis,18,NO,0,0,0,0,0,TRUE
4636-1,Elenna,Lowelliott,Earth,,Kepler 452b,Cryostasis,3,NO,0,0,0,0,0,*System Error*
4637-1,Tark,Ches,55-Cancri e,,Kepler 186f,Normal,25,NO,6652.8,0,4959.9,0,0,FALSE
4638-1,Salas,Asticit,Trapist 1e,Delta-0154-L,Kepler 186f,Normal,63,VIP,0,16166.7,0,17245.8,0,TRUE
4639-1,Meropus,Exnutchor,Trapist 1e,Epsilon-0178-R,Kepler 186f,Normal,,NO,0,0,0,0,0,*System Error*
4639-2,Mizarf,Exnutchor,Trapist 1e,Epsilon-0178-R,Kepler 186f,Normal,,NO,0,0,0,0,0,*System Error*
4639-3,Arkard,Blercat,Trapist 1e,Epsilon-0178-R,Kepler 442b,Normal,39,NO,36382.5,0,0,54271.8,15196.5,*System Error*
4639-4,Arino,Exnutchor,Trapist 1e,Epsilon-0178-R,Kepler 442b,Normal,20,NO,21730.5,24898.5,1386,40312.8,3415.5,*System Error*
4639-5,Ahmed,Clugeammy,,Epsilon-0178-R,Kepler 186f,Cryostasis,35,NO,0,0,0,0,0,*System Error*
4639-6,Alramak,Exnutchor,Trapist 1e,Epsilon-0178-R,Kepler 186f,Normal,32,NO,0,0,0,0,0,*System Error*
4640-1,Sharie,Englas,Earth,Kappa-0761-R,Kepler 442b,Normal,27,NO,5890.5,831.6,0,0,1296.9,TRUE
4641-1,Vanie,Peter,Earth,Gamma-0872-R,Kepler 186f,Normal,46,NO,643.5,623.7,29.7,7058.7,267.3,FALSE
4642-1,Sadach,Cluted,Trapist 1e,Epsilon-0179-R,Kepler 186f,Normal,42,NO,0,4078.8,0,39897,0,FALSE
4643-1,Sandie,Goodson,Earth,Gamma-0948-L,Kepler 186f,Normal,37,NO,0,7167.6,0,0,0,TRUE
4644-1,Juliey,Fultz,Earth,Gamma-0873-R,Kepler 442b,Normal,15,NO,79.2,13711.5,14305.5,2475,79.2,TRUE
4645-1,Aton,Bacistion,Trapist 1e,Delta-0185-R,Kepler 186f,Normal,49,NO,0,95366.7,0,9.9,19.8,TRUE
4645-2,Okula,Bacistion,Trapist 1e,Delta-0185-R,Kepler 186f,Cryostasis,2,NO,0,0,0,0,0,TRUE
4646-1,Pennie,Mcgoway,Earth,Gamma-0874-R,Kepler 452b,Normal,24,NO,1395.9,158.4,0,1752.3,3326.4,TRUE
4647-1,Estina,Englence,Earth,Kappa-0762-R,Kepler 186f,Cryostasis,36,NO,0,0,0,0,0,*System Error*
4648-1,Wardan,Shephendery,,Gamma-0875-R,Kepler 186f,Normal,40,NO,2871,0,831.6,2633.4,0,TRUE
4649-1,Erina,Prickmantes,Earth,Zeta-0291-L,Kepler 186f,Normal,46,NO,13850.1,2237.4,0,0,0,FALSE
4650-1,Eddiey,Kramosley,Earth,Kappa-0763-R,Kepler 186f,Normal,44,NO,831.6,3197.7,0,12384.9,1188,FALSE
4651-1,Aludram,Dectory,Trapist 1e,Epsilon-0180-R,Kepler 186f,Normal,35,NO,0,69686.1,0,8929.8,4009.5,TRUE
4652-1,Sta,Robins,Earth,,Kepler 186f,Normal,28,NO,0,881.1,8652.6,336.6,0,TRUE
4653-1,Claine,Fowlaney,Earth,Zeta-0303-R,,Normal,48,NO,0,3663,0,3762,376.2,FALSE
4654-1,Hamelik,Witeronfus,Trapist 1e,Zeta-0292-L,Kepler 186f,Cryostasis,22,NO,0,0,0,0,0,TRUE
4655-1,Anne,Seflock,Trapist 1e,Delta-0155-L,Kepler 442b,Cryostasis,33,NO,0,0,0,0,0,TRUE
4655-2,Rotan,Seflock,,Delta-0155-L,Kepler 186f,Cryostasis,56,NO,0,0,0,0,0,TRUE
4656-1,Alvira,Miranciash,Earth,Gamma-0876-R,Kepler 186f,Normal,25,NO,0,11137.5,0,0,9830.7,FALSE
4656-2,Vanney,Miranciash,Earth,Kappa-0764-R,Kepler 186f,Normal,11,NO,0,0,0,0,0,FALSE
4657-1,Prilly,Jacostarks,Earth,Kappa-0757-L,Kepler 186f,Normal,19,NO,3682.8,0,4722.3,0,0,FALSE
4658-1,Taurah,Bradiary,Trapist 1e,Alfa-0148-R,Kepler 186f,Normal,27,NO,0,8147.7,0,18027.9,14929.2,FALSE
4658-2,Ruchban,Bradiary,Trapist 1e,Alfa-0148-R,Kepler 186f,Normal,40,NO,0,920.7,0,0,72299.7,FALSE
4659-1,Mael,Hayerson,Earth,Gamma-0877-R,Kepler 186f,Normal,25,NO,6959.7,0,0,0,0,FALSE
4660-1,Willah,Brooke,Earth,Kappa-0765-R,Kepler 186f,Normal,20,NO,0,10098,3890.7,198,0,*System Error*
4661-1,Mamina,Moodman,Earth,Gamma-0949-L,,Normal,31,NO,762.3,23017.5,49.5,1158.3,9.9,TRUE
4661-2,Sharie,Moodman,Earth,Kappa-0758-L,Kepler 442b,Cryostasis,3,NO,0,0,0,0,0,FALSE
4661-3,Fery,Walston,Earth,Kappa-0758-L,Kepler 186f,Cryostasis,5,NO,0,0,0,0,0,TRUE
4661-4,Denne,Moodman,Earth,Kappa-0758-L,Kepler 186f,Cryostasis,10,NO,0,0,0,0,0,FALSE
4661-5,Lison,Mayson,Earth,Gamma-0949-L,Kepler 186f,Normal,31,NO,0,0,29.7,33996.6,0,FALSE
4661-6,Idace,Moodman,Earth,Kappa-0758-L,Kepler 186f,Cryostasis,7,NO,0,0,0,0,0,FALSE
4661-7,Ianna,Moodman,Earth,Kappa-0758-L,Kepler 186f,Normal,4,,0,0,0,0,0,FALSE
4662-1,Dirk,Uningably,Trapist 1e,Epsilon-0149-L,Kepler 186f,Normal,34,NO,445.5,9751.5,0,0,67349.7,FALSE
4662-2,Batares,Uningably,Trapist 1e,Epsilon-0149-L,,Cryostasis,55,NO,0,0,0,0,0,TRUE
4662-3,Dyonium,Ingwhed,Trapist 1e,,Kepler 186f,Normal,48,NO,0,38174.4,0,9.9,3088.8,TRUE
4663-1,Lonna,Cartez,Earth,Kappa-0766-R,Kepler 186f,Cryostasis,4,NO,0,0,0,0,0,TRUE
4663-2,Dia,Cartez,Earth,Kappa-0766-R,Kepler 186f,Cryostasis,2,NO,0,0,0,0,0,TRUE
4663-3,Nelsie,Roachoanand,Earth,Kappa-0766-R,Kepler 186f,Cryostasis,13,NO,0,0,0,0,0,TRUE
4663-4,Isa,Cartez,Earth,Kappa-0766-R,Kepler 442b,Normal,4,NO,0,0,0,0,0,TRUE
4663-5,Eilace,Cartez,Earth,Kappa-0766-R,Kepler 186f,Cryostasis,35,NO,0,0,0,0,0,TRUE
4663-6,Bobina,Cartez,Earth,Kappa-0766-R,Kepler 442b,Cryostasis,5,NO,0,0,0,0,0,TRUE
